Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB,Year,Level,Org
Heath Murray*,25,27,29,25,0,2,0,0,0,2,0,0,1,9,.080,.115,.080,.195,2,0,0,3,0,0,,1,1998,AAA,SDP
Greg Myers*,32,3,9,9,0,5,0,0,0,1,0,0,0,0,.556,.556,.556,1.111,5,0,0,0,0,0,,1,1998,AAA,SDP
Alan Newman*,28,63,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,,1,1998,AAA,SDP
Charles Poe,26,118,426,393,56,109,25,2,8,43,6,2,26,81,.277,.331,.412,.743,162,11,6,0,1,1,,0,1998,AAA,SDP
Chris Prieto*,25,92,394,352,65,107,18,6,2,35,20,11,40,48,.304,.377,.406,.783,143,4,1,1,0,1,,1,1998,AAA,SDP
Rick Prieto#,25,32,94,79,15,21,6,1,0,8,4,2,12,22,.266,.372,.367,.739,29,0,2,0,1,0,,0,1998,AAA,SDP
Roberto Ramirez*,26,26,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,1,1998,AAA,SDP
Ray Ricken,24,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0,1998,AAA,SDP
Ruben Rivera,24,30,117,104,9,15,3,0,3,11,4,0,11,42,.144,.222,.260,.482,27,3,0,0,2,0,,1,1998,AAA,SDP
Mandy Romero#,30,40,153,131,25,38,8,0,8,22,0,1,20,25,.290,.388,.534,.923,70,9,1,1,0,1,,1,1998,AAA,SDP
Mike Rossiter,25,31,2,2,0,1,0,0,0,1,0,0,0,1,.500,.500,.500,1.000,1,0,0,0,0,0,,0,1998,AAA,SDP
Scott Sanders,29,15,7,6,0,1,0,0,0,1,0,0,0,1,.167,.167,.167,.333,1,1,0,1,0,0,,1,1998,AAA,SDP
Stan Spencer,28,22,30,27,1,6,0,0,0,2,0,0,2,7,.222,.276,.222,.498,6,0,0,1,0,0,,1,1998,AAA,SDP
Jason Thompson*,27,58,209,192,21,52,15,1,3,17,3,3,16,49,.271,.325,.406,.732,78,2,0,0,1,1,,1,1998,AAA,SDP
Brian Tollberg,25,33,24,22,0,3,1,0,0,1,0,0,0,9,.136,.136,.182,.318,4,1,0,2,0,0,,1,1998,AAA,SDP
Eddie Williams,33,90,353,307,69,103,24,0,20,77,1,1,33,66,.336,.402,.609,1.011,187,6,6,0,7,7,,1,1998,AAA,SDP
